CREATEDAT,CREATEDBY,MODIFIEDAT,MODIFIEDBY,code ,description,department_code
0010-10-20 22:00:00.000000086,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000086,juan.isaza@giproyectos.com,5501,Olaya,5
0010-10-20 22:00:00.000000087,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000087,juan.isaza@giproyectos.com,5541,Peñol,5
0010-10-20 22:00:00.000000088,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000088,juan.isaza@giproyectos.com,5543,Peque,5
0010-10-20 22:00:00.000000089,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000089,juan.isaza@giproyectos.com,5576,Pueblorrico,5
0010-10-20 22:00:00.000000090,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000090,juan.isaza@giproyectos.com,5579,Puerto Berrío,5
0010-10-20 22:00:00.000000091,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000091,juan.isaza@giproyectos.com,5585,Puerto Nare,5
0010-10-20 22:00:00.000000092,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000092,juan.isaza@giproyectos.com,5591,Puerto Triunfo,5
0010-10-20 22:00:00.000000093,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000093,juan.isaza@giproyectos.com,5604,Remedios,5
0010-10-20 22:00:00.000000094,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000094,juan.isaza@giproyectos.com,5607,Retiro,5
0010-10-20 22:00:00.000000095,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000095,juan.isaza@giproyectos.com,5615,Rionegro,5
0010-10-20 22:00:00.000000096,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000096,juan.isaza@giproyectos.com,5628,Sabanalarga,5
0010-10-20 22:00:00.000000097,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000097,juan.isaza@giproyectos.com,5631,Sabaneta,5
0010-10-20 22:00:00.000000098,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000098,juan.isaza@giproyectos.com,5642,Salgar,5
0010-10-20 22:00:00.000000099,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000099,juan.isaza@giproyectos.com,5647,San Andrés de Cuerquía,5
0010-10-20 22:00:00.000000100,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000100,juan.isaza@giproyectos.com,23678,San Carlos,5
0010-10-20 22:00:00.000000101,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000101,juan.isaza@giproyectos.com,5652,San Francisco,5
0010-10-20 22:00:00.000000102,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000102,juan.isaza@giproyectos.com,5656,San Jerónimo,5
0010-10-20 22:00:00.000000103,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000103,juan.isaza@giproyectos.com,5658,San José de La Montaña,5
0010-10-20 22:00:00.000000104,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000104,juan.isaza@giproyectos.com,5659,San Juan de Urabá,5
0010-10-20 22:00:00.000000105,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000105,juan.isaza@giproyectos.com,566,San Luis,5
0010-10-20 22:00:00.000000106,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000106,juan.isaza@giproyectos.com,5664,San Pedro,5
0010-10-20 22:00:00.000000107,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000107,juan.isaza@giproyectos.com,5665,San Pedro de Uraba,5
0010-10-20 22:00:00.000000108,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000108,juan.isaza@giproyectos.com,5667,San Rafael,5
0010-10-20 22:00:00.000000109,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000109,juan.isaza@giproyectos.com,567,San Roque,5
0010-10-20 22:00:00.000000110,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000110,juan.isaza@giproyectos.com,5674,San Vicente,5
0010-10-20 22:00:00.000000111,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000111,juan.isaza@giproyectos.com,5679,Santa Bárbara,5
0010-10-20 22:00:00.000000112,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000112,juan.isaza@giproyectos.com,5686,Santa Rosa de Osos,5
0010-10-20 22:00:00.000000113,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000113,juan.isaza@giproyectos.com,5042,Santafé de Antioquia,5
0010-10-20 22:00:00.000000114,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000114,juan.isaza@giproyectos.com,569,Santo Domingo,5
0010-10-20 22:00:00.000000115,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000115,juan.isaza@giproyectos.com,5736,Segovia,5
0010-10-20 22:00:00.000000116,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000116,juan.isaza@giproyectos.com,5756,Sonsón,5
0010-10-20 22:00:00.000000117,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000117,juan.isaza@giproyectos.com,5761,Sopetrán,5
0010-10-20 22:00:00.000000118,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000118,juan.isaza@giproyectos.com,5789,Támesis,5
0010-10-20 22:00:00.000000119,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000119,juan.isaza@giproyectos.com,579,Tarazá,5
0010-10-20 22:00:00.000000120,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000120,juan.isaza@giproyectos.com,5792,Tarso,5
0010-10-20 22:00:00.000000121,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000121,juan.isaza@giproyectos.com,5809,Titiribí,5
0010-10-20 22:00:00.000000122,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000122,juan.isaza@giproyectos.com,5819,Toledo,5
0010-10-20 22:00:00.000000123,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000123,juan.isaza@giproyectos.com,5837,Turbo,5
0010-10-20 22:00:00.000000124,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000124,juan.isaza@giproyectos.com,5842,Uramita,5
0010-10-20 22:00:00.000000125,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000125,juan.isaza@giproyectos.com,5847,Urrao,5
0010-10-20 22:00:00.000000126,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000126,juan.isaza@giproyectos.com,5854,Valdivia,5
0010-10-20 22:00:00.000000127,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000127,juan.isaza@giproyectos.com,5856,Valparaíso,5
0010-10-20 22:00:00.000000128,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000128,juan.isaza@giproyectos.com,5858,Vegachí,5
0010-10-20 22:00:00.000000129,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000129,juan.isaza@giproyectos.com,5861,Venecia,5
0010-10-20 22:00:00.000000130,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000130,juan.isaza@giproyectos.com,5873,Vigía del Fuerte,5
0010-10-20 22:00:00.000000131,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000131,juan.isaza@giproyectos.com,5885,Yalí,5
0010-10-20 22:00:00.000000132,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000132,juan.isaza@giproyectos.com,5887,Yarumal,5
0010-10-20 22:00:00.000000133,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000133,juan.isaza@giproyectos.com,589,Yolombó,5
0010-10-20 22:00:00.000000134,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000134,juan.isaza@giproyectos.com,5893,Yondó,5
0010-10-20 22:00:00.000000135,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000135,juan.isaza@giproyectos.com,5895,Zaragoza,5
0010-10-20 22:00:00.000000136,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000136,juan.isaza@giproyectos.com,81001,Arauca,81
0010-10-20 22:00:00.000000137,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000137,juan.isaza@giproyectos.com,81065,Arauquita,81
0010-10-20 22:00:00.000000138,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000138,juan.isaza@giproyectos.com,8122,Cravo Norte,81
0010-10-20 22:00:00.000000139,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000139,juan.isaza@giproyectos.com,813,Fortul,81
0010-10-20 22:00:00.000000140,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000140,juan.isaza@giproyectos.com,81591,Puerto Rondón,81
0010-10-20 22:00:00.000000141,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000141,juan.isaza@giproyectos.com,81736,Saravena,81
0010-10-20 22:00:00.000000142,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000142,juan.isaza@giproyectos.com,81794,Tame,81
0010-10-20 22:00:00.000000143,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000143,juan.isaza@giproyectos.com,88564,Providencia,88
0010-10-20 22:00:00.000000144,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000144,juan.isaza@giproyectos.com,88001,San Andrés,88
0010-10-20 22:00:00.000000145,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000145,juan.isaza@giproyectos.com,8078,Baranoa,8
0010-10-20 22:00:00.000000146,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000146,juan.isaza@giproyectos.com,8001,Barranquilla,8
0010-10-20 22:00:00.000000147,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000147,juan.isaza@giproyectos.com,8137,Campo de La Cruz,8
0010-10-20 22:00:00.000000148,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000148,juan.isaza@giproyectos.com,8141,Candelaria,8
0010-10-20 22:00:00.000000149,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000149,juan.isaza@giproyectos.com,8296,Galapa,8
0010-10-20 22:00:00.000000150,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000150,juan.isaza@giproyectos.com,8372,Juan de Acosta,8
0010-10-20 22:00:00.000000151,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000151,juan.isaza@giproyectos.com,8421,Luruaco,8
0010-10-20 22:00:00.000000152,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000152,juan.isaza@giproyectos.com,8433,Malambo,8
0010-10-20 22:00:00.000000153,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000153,juan.isaza@giproyectos.com,8436,Manatí,8
0010-10-20 22:00:00.000000154,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000154,juan.isaza@giproyectos.com,852,Palmar de Varela,8
0010-10-20 22:00:00.000000155,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000155,juan.isaza@giproyectos.com,8549,Piojó,8
0010-10-20 22:00:00.000000156,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000156,juan.isaza@giproyectos.com,8558,Polonuevo,8
0010-10-20 22:00:00.000000157,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000157,juan.isaza@giproyectos.com,856,Ponedera,8
0010-10-20 22:00:00.000000158,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000158,juan.isaza@giproyectos.com,94884,Puerto Colombia,8
0010-10-20 22:00:00.000000159,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000159,juan.isaza@giproyectos.com,8606,Repelón,8
0010-10-20 22:00:00.000000160,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000160,juan.isaza@giproyectos.com,8634,Sabanagrande,8
0010-10-20 22:00:00.000000161,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000161,juan.isaza@giproyectos.com,8638,Sabanalarga,8
0010-10-20 22:00:00.000000162,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000162,juan.isaza@giproyectos.com,8675,Santa Lucía,8
0010-10-20 22:00:00.000000163,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000163,juan.isaza@giproyectos.com,8685,Santo Tomás,8
0010-10-20 22:00:00.000000164,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000164,juan.isaza@giproyectos.com,8758,Soledad,8
0010-10-20 22:00:00.000000165,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000165,juan.isaza@giproyectos.com,877,Suan,8
0010-10-20 22:00:00.000000166,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000166,juan.isaza@giproyectos.com,8832,Tubará,8
0010-10-20 22:00:00.000000167,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000167,juan.isaza@giproyectos.com,8849,Usiacurí,8
0010-10-20 22:00:00.000000168,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000168,juan.isaza@giproyectos.com,11001,Bogotá D.C.,11
0010-10-20 22:00:00.000000169,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000169,juan.isaza@giproyectos.com,13006,Achí,13
0010-10-20 22:00:00.000000170,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000170,juan.isaza@giproyectos.com,1303,Altos del Rosario,13
0010-10-20 22:00:00.000000171,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000171,juan.isaza@giproyectos.com,13042,Arenal,13
0010-10-20 22:00:00.000000172,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000172,juan.isaza@giproyectos.com,13052,Arjona,13
0010-10-20 22:00:00.000000173,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000173,juan.isaza@giproyectos.com,13062,Arroyohondo,13
0010-10-20 22:00:00.000000174,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000174,juan.isaza@giproyectos.com,13074,Barranco de Loba,13
0010-10-20 22:00:00.000000175,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000175,juan.isaza@giproyectos.com,1314,Calamar,13
0010-10-20 22:00:00.000000176,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000176,juan.isaza@giproyectos.com,1316,Cantagallo,13
0010-10-20 22:00:00.000000177,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000177,juan.isaza@giproyectos.com,13001,Cartagena,13
0010-10-20 22:00:00.000000178,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000178,juan.isaza@giproyectos.com,13188,Cicuco,13
0010-10-20 22:00:00.000000179,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000179,juan.isaza@giproyectos.com,13222,Clemencia,13
0010-10-20 22:00:00.000000180,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000180,juan.isaza@giproyectos.com,13212,Córdoba,13
0010-10-20 22:00:00.000000181,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000181,juan.isaza@giproyectos.com,13244,El Carmen de Bolívar,13
0010-10-20 22:00:00.000000182,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000182,juan.isaza@giproyectos.com,13248,El Guamo,13
0010-10-20 22:00:00.000000183,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000183,juan.isaza@giproyectos.com,13268,El Peñón,13
